function,file,line,package,verdict,design_score,test_score,quality_score,test_quality,tests_executing,direct_tests,cov_all_pct,mutants_killed,mutants_total,trivial,verified,top_issue
Prefixed,internal/tmpl/tmpl.go,66,internal/tmpl,nit,4,3,7,adequate,326,,80.0,1,1,False,downgraded,"Swapping values and into still compiles and silently writes into the wrong map. naming.go:40 ignores the return value, and the nil-into branch (67-69) has no caller. The doc comment does not say that into is modified."
main,internal/tools/gendocs/main.go,27,internal/tools/gendocs,good,5,0,5,none,0,,0.0,,,True,,
generate,internal/tools/gendocs/main.go,38,internal/tools/gendocs,nit,4,3,7,adequate,1,TestGenerate,68.4,4,8,False,,"Output directories are written over, never cleaned. After a command is renamed, `make docs` or site/build.sh (line 185, in the working tree) leaves the old page in site/content/reference, and Hugo renders it. CI uses a fresh checkout, so only local builds drift."
writeIndex,internal/tools/gendocs/main.go,72,internal/tools/gendocs,good,5,3,8,adequate,1,,100.0,,,True,,
prepend,internal/tools/gendocs/main.go,89,internal/tools/gendocs,good,4,4,8,strong,2,TestPrepend,100.0,1,1,False,,
link,internal/tools/gendocs/main.go,105,internal/tools/gendocs,good,5,5,10,strong,2,TestLink,100.0,,,True,,
Client.CopyArgs,internal/transport/copy.go,31,internal/transport,bug,2,3,5,adequate,6,TestCopyArgs TestNoTerminalNeverPrompts,92.9,6,8,False,upheld,"Account never validated. `clusterctl copy -n exe1 -u 'x:y' f /tmp/` emits ""x:y@exe0001...:/tmp/"" (probe confirmed); scp splits at the first ':' and targets host ""x"". The same -u on the real ssh path exits 2, as doc/transport.md promises."
localPath,internal/transport/copy.go,78,internal/transport,good,5,3,8,adequate,6,TestCopyArgs,75.0,0,1,False,,"The colon branch, the case the comment leads with, is never executed. Removing it would let a download destination ""a:b"" be read as a remote host, and every test would still pass."
Client.Copy,internal/transport/copy.go,90,internal/transport,nit,4,3,7,adequate,5,TestCopyReportsAnInterruptAsInterrupted TestNoTerminalNeverPrompts,91.7,1,2,False,,"cmd.Stdout = os.Stderr bypasses the app's streams, so harnesses cannot capture it and parallel progress meters interleave on one terminal. Stderr over DefaultMaxOutput is cut silently, with no Truncated flag as Run sets."
Recorder.Run,internal/transport/fake.go,41,internal/transport,nit,4,3,7,adequate,207,TestRecorder,90.5,4,6,False,,"Unlike Client.Run it skips destination() and the guarded length check. A probe showed CLI `exec -u 'x:y'` passing against the Recorder while the real client exits 2, so tests and plans can record calls the real run refuses."
Recorder.Calls,internal/transport/fake.go,77,internal/transport,good,5,4,9,strong,128,TestRecorder,100.0,,,True,,
Recorder.Commands,internal/transport/fake.go,84,internal/transport,nit,4,5,9,strong,31,TestRecorder,100.0,,,True,,"The double Calls() does redundant locking and copying, and the capacity and the iteration may come from different snapshots under concurrent Run. Harmless, but needless."
Call.Describe,internal/transport/fake.go,93,internal/transport,nit,4,3,7,adequate,19,TestRecorder,66.7,1,1,False,,"Nothing in the CLI prints Describe. login --dry-run prints the ssh argv and the gate prints its own preview. The claim ""the way --dry-run prints it"" (also on Call.Command) is inaccurate."
Client.generateConfig,internal/transport/sshconfig.go,42,internal/transport,nit,4,2,6,weak,53,TestGeneratedConfigCarriesTrustSettings TestGeneratedConfigIncludesSystemConfigLast TestGeneratedConfigUsesRealHostNames TestConfigurationWithoutAHostKeyFileIsRefused,88.9,3,8,False,,"Validate already renders every role body and the global body (resolving each proxyJump) on a throwaway Client. generateConfig then renders them again, so its two error returns can never fire and each jump is resolved three times."
Client.options,internal/transport/sshconfig.go,92,internal/transport,good,4,3,7,adequate,53,,100.0,,,True,,"The doc says it returns what the client was built from, but NoTerminal is dropped. A future Validate check on NoTerminal would silently see false."
writeRoleComment,internal/transport/sshconfig.go,105,internal/transport,good,5,3,8,adequate,34,TestAMultiLineDescriptionStaysAComment,100.0,0,3,False,,
block.set,internal/transport/sshconfig.go,125,internal/transport,good,5,4,9,strong,344,,100.0,2,2,False,,
block.options,internal/transport/sshconfig.go,135,internal/transport,nit,4,3,7,adequate,344,TestSmallerGeneratorDefects,100.0,4,4,False,,"A ProxyCommand option on a role with proxyJump is accepted, but ssh silently ignores ProxyCommand after ProxyJump (verified with ssh -G, OpenSSH 9.6). doc/transport.md promises that keywords ssh would ignore are refused."
Client.roleBodies,internal/transport/sshconfig.go,150,internal/transport,good,5,4,9,strong,344,,100.0,2,2,False,,
Client.roleBody,internal/transport/sshconfig.go,162,internal/transport,nit,4,3,7,adequate,327,TestControlMasterOnlyForMarkedRoles,90.0,5,7,False,,"forwardX11 silently grants trusted X11 forwarding (ForwardX11Trusted yes), which gives the remote host full access to the local display. The field doc and doc/transport.md do not say so, and no test runs this branch."
Client.globalBody,internal/transport/sshconfig.go,200,internal/transport,nit,4,2,6,weak,344,TestGeneratedConfigCarriesTrustSettings TestHostKeysAreCheckedAgainstTheSiteFileAlone,100.0,3,8,False,,The bool exists so that Validate can call globalBody(true) without running ssh -V. The literal true at the call site is opaque.
writeLegacyAlgorithms,internal/transport/sshconfig.go,254,internal/transport,good,5,4,9,strong,313,TestGeneratedConfigSpellsLegacyKeywordTheOldWay TestLegacyKeyTypesReachEveryHost,100.0,,,True,,
merged,internal/transport/sshconfig.go,292,internal/transport,good,5,3,8,adequate,485,,100.0,,,False,,
canonicalKeyword,internal/transport/sshconfig.go,304,internal/transport,good,5,2,7,weak,344,,75.0,1,1,False,,
Client.knowsKnownHostsCommand,internal/transport/sshconfig.go,321,internal/transport,good,5,2,7,weak,50,,90.9,0,6,False,,
Client.includes,internal/transport/sshconfig.go,342,internal/transport,good,4,4,8,strong,50,TestGeneratedConfigIncludesSystemConfigLast TestIncludeGlobsArePassedToSSH,100.0,2,3,False,,"The doc says missing files are skipped so that ssh never reports them, but ssh -G with an Include of a nonexistent file exits 0 without a message (OpenSSH 9.6). The skip only changes the generated file's content."
isGlob,internal/transport/sshconfig.go,356,internal/transport,good,5,3,8,adequate,30,,100.0,,,True,,
Client.controlPath,internal/transport/sshconfig.go,365,internal/transport,good,5,3,8,adequate,315,TestControlMasterSocketsAreKeptApartPerTrustSetting,66.7,0,1,False,,
Client.trustDigest,internal/transport/sshconfig.go,372,internal/transport,good,5,4,9,strong,315,TestControlMasterSocketsAreKeptApartPerTrustSetting,100.0,1,1,False,,
parseHop,internal/transport/sshconfig.go,384,internal/transport,bug,2,2,4,weak,316,,54.5,1,8,False,upheld,"Any element with two or more colons is accepted as an address. proxyJump 'gw.example.org:22:' passes Validate and is written as 'ProxyJump gw.example.org:22:'. ssh then refuses the whole file ('Invalid ProxyJump ... terminating'), so every connection fails (verified with OpenSSH 9.6)."
jumpHop.String,internal/transport/sshconfig.go,421,internal/transport,bug,2,3,5,adequate,315,,87.5,1,3,False,upheld,"With role gw {host: 2001:db8::1} and role a {proxyJump: gw}, Validate returns nil and the file gets 'ProxyJump alice@2001:db8::1'. ssh -G then exits 255 with 'Invalid ProxyJump' for any host (verified). HostRole.host and doc/transport.md both allow addresses."
Client.resolveJumps,internal/transport/sshconfig.go,443,internal/transport,good,4,4,8,strong,316,TestProxyJumpResolvesEveryHop,95.0,6,8,False,,
Client.roleByHost,internal/transport/sshconfig.go,476,internal/transport,good,5,4,9,strong,5,,100.0,1,1,False,,
Options.Validate,internal/transport/sshconfig.go,491,internal/transport,nit,4,3,7,adequate,345,TestControlCharactersInValuesAreRefused TestSmallerGeneratorDefects TestProxyJumpCyclesAreRefused,92.5,7,8,False,,"A relative ssh.controlPath passes. ssh resolves it against each process's working directory, so masters are not shared and sockets land wherever clusterctl runs. doc/transport.md says configured paths are absolute."
Client.checkSharedHosts,internal/transport/sshconfig.go,575,internal/transport,good,5,4,9,strong,344,TestSmallerGeneratorDefects,93.3,5,6,False,,
Client.checkJumpCycles,internal/transport/sshconfig.go,602,internal/transport,good,5,4,9,strong,344,TestProxyJumpCyclesAreRefused,100.0,6,7,False,,
validHost,internal/transport/sshconfig.go,660,internal/transport,rework,3,3,6,adequate,328,,100.0,,,True,upheld,"A second host validator that disagrees with hostname.CheckHost, which destination() uses. Role host 'u_x.example.org' passes Validate and config validate, then every command on the role fails on '_' (verified). Colon strings reach ProxyJump (see parseHop)."
validUser,internal/transport/sshconfig.go,665,internal/transport,rework,3,2,5,weak,320,,100.0,,,True,upheld,"The two user-name validators disagree. DefaultUser 'alice@AD.EXAMPLE.ORG' or 'host$' passes Validate, yet destination() refuses it on every command. '.alice' is refused by Validate although destination and the HostRole schema accept it (verified)."
checkPath,internal/transport/sshconfig.go,668,internal/transport,good,5,4,9,strong,345,TestControlCharactersInValuesAreRefused,100.0,4,4,False,,
hasControl,internal/transport/sshconfig.go,680,internal/transport,nit,4,4,8,strong,345,,100.0,5,6,False,,allowLines is a mode flag whose name hides that it also allows tab. The literal false at four call sites is opaque.
quote,internal/transport/sshconfig.go,694,internal/transport,good,5,5,10,strong,344,TestAHostKeyFileWithASpaceIsReadWhole,100.0,,,True,,
escapePercent,internal/transport/sshconfig.go,697,internal/transport,good,5,1,6,incidental,344,,100.0,,,True,,
Client.writeConfig,internal/transport/sshconfig.go,708,internal/transport,good,5,3,8,adequate,53,TestEachConfigurationGetsItsOwnFile,83.3,3,6,False,,
seconds,internal/transport/sshconfig.go,729,internal/transport,good,5,5,10,strong,344,TestDurationsAreNeverTruncatedToZero,100.0,,,True,,
persist,internal/transport/sshconfig.go,736,internal/transport,good,4,4,8,strong,315,TestDurationsAreNeverTruncatedToZero,100.0,0,1,False,,
expandHome,internal/transport/sshconfig.go,743,internal/transport,nit,4,2,6,weak,321,,50.0,1,2,False,,A verbatim copy of the tilde half of config.ExpandPath. The two copies can drift apart.
sortedKeys,internal/transport/sshconfig.go,752,internal/transport,nit,4,2,6,weak,345,,100.0,,,False,,"A hand-rolled duplicate (another copy lives in internal/output) of slices.Sorted(maps.Keys(m)), available on Go 1.26."
Target.String,internal/transport/transport.go,88,internal/transport,good,5,4,9,strong,61,TestTargetString,100.0,1,1,False,,
Result.MarshalJSON,internal/transport/transport.go,153,internal/transport,good,5,4,9,strong,4,TestResultJSON,100.0,1,1,False,,
Result.Failed,internal/transport/transport.go,166,internal/transport,good,5,4,9,strong,203,TestResultHelpers,100.0,,,True,,
Result.Output,internal/transport/transport.go,169,internal/transport,good,5,4,9,strong,25,TestResultHelpers,100.0,,,True,,
Result.Lines,internal/transport/transport.go,172,internal/transport,good,5,4,9,strong,92,TestResultHelpers,100.0,1,1,False,,
New,internal/transport/transport.go,223,internal/transport,good,5,3,8,adequate,345,,100.0,,,True,,
Client.ConfigPath,internal/transport/transport.go,235,internal/transport,good,5,4,9,strong,53,TestConfigurationWithoutAHostKeyFileIsRefused TestEachConfigurationGetsItsOwnFile,100.0,1,1,False,,
Client.Binary,internal/transport/transport.go,241,internal/transport,good,5,3,8,adequate,50,,100.0,,,True,,
Client.ScpBinary,internal/transport/transport.go,249,internal/transport,good,5,2,7,weak,13,,100.0,,,True,,
Client.Command,internal/transport/transport.go,260,internal/transport,good,5,4,9,strong,23,TestTunnelStartUsesTheGeneratedSSHConfiguration,75.0,1,2,False,,
Client.Destination,internal/transport/transport.go,270,internal/transport,nit,4,3,7,adequate,3,TestTunnelStartUsesTheGeneratedSSHConfiguration,100.0,,,True,,"Destination exists only to export destination (L329), which Args calls under the other name. Two names and two doc comments cover one behaviour."
Client.Args,internal/transport/transport.go,276,internal/transport,nit,4,3,7,adequate,20,TestArgs TestArgsUsesTheRoleUser TestArgsEndOptionsBeforeTheDestination TestArgsRefuseADestinationThatIsNotAHost TestArgsAcceptAddressesAndAccounts TestNoShellSendsTheCommandAsItIs,84.6,4,8,False,,"-A, -X and -T are never asserted, and TestArgs only uses Contains, so an extra flag goes unnoticed. A regression that always appended -A, forwarding the agent to every node, would pass every test."
Client.destination,internal/transport/transport.go,329,internal/transport,good,5,5,10,strong,23,TestArgsRefuseADestinationThatIsNotAHost TestArgsAcceptAddressesAndAccounts TestArgsEndOptionsBeforeTheDestination,100.0,5,5,False,,
isUserName,internal/transport/transport.go,347,internal/transport,nit,4,4,8,strong,13,TestArgsRefuseADestinationThatIsNotAHost TestArgsAcceptAddressesAndAccounts,100.0,6,6,False,,"validUser (sshconfig.go:655) also accepts '@' and a trailing '$'. Verified: DefaultUser ""svc$"" or ""alice@EXAMPLE.ORG"" passes Options.Validate, so ConfigPath, config validate and doctor succeed, but every command is then refused with exit 2."
isUserChar,internal/transport/transport.go,359,internal/transport,good,5,4,9,strong,13,,100.0,,,True,,
Client.userFor,internal/transport/transport.go,365,internal/transport,good,5,4,9,strong,328,TestArgsUsesTheRoleUser,100.0,2,2,False,,
RemoteCommand,internal/transport/transport.go,379,internal/transport,good,5,5,10,strong,227,TestRemoteCommandRejectsBadRequests TestArgs TestRemoteStatusIsKept,100.0,8,8,False,,
duration,internal/transport/transport.go,421,internal/transport,nit,4,3,7,adequate,191,,66.7,1,1,False,,"Request.Timeout 300us renders as ""timeout -k 5s 0.000s cmd"". Verified: timeout(1) treats 0 as no limit, so a tiny timeout becomes none. Reachable through exec --timeout, but an implausible input."
Client.Run,internal/transport/transport.go,429,internal/transport,good,5,4,9,strong,8,TestRunReportsAnInterruptAsInterrupted TestRunClassifiesTheExitStatus TestRunReturnsWhenADescendantHoldsTheOutput TestRunStopsSshGently TestRunBoundsTheOutput TestRemoteStatusIsKept TestRemoteStatus255IsNotAConnectionFailure TestNoTerminalNeverPrompts,95.2,4,6,False,,"No test passes Stdin to Client.Run: cli tests use Recorder, and the fake-ssh tests pass none. Secrets travel over stdin, yet dropping cmd.Stdin = req.Stdin would pass every test."
capture.Write,internal/transport/transport.go,475,internal/transport,good,5,5,10,strong,5,TestRunBoundsTheOutput,100.0,,,False,,
capture.String,internal/transport/transport.go,482,internal/transport,good,5,4,9,strong,12,,100.0,,,True,,
Client.Interactive,internal/transport/transport.go,486,internal/transport,good,5,2,7,weak,1,TestInteractiveReportsAnInterruptAsInterrupted,73.3,2,5,False,,"Only the interrupt path is tested, and that test passes all three streams. Swapping the os.Stdout and os.Stderr defaults, or ignoring req.Stdout, would pass."
Client.command,internal/transport/transport.go,519,internal/transport,nit,4,5,9,strong,13,TestRunStopsSshGently TestRunReturnsWhenADescendantHoldsTheOutput TestNoTerminalNeverPrompts,100.0,3,3,False,,"Args reads `c.Command()` and Run reads `c.command(ctx, args)`: two methods named command with different meanings and return types make the call sites easy to misread."
classify,internal/transport/transport.go,537,internal/transport,good,4,4,8,strong,13,TestRunClassifiesTheExitStatus TestRunReportsAnInterruptAsInterrupted TestRemoteStatus255IsNotAConnectionFailure,92.3,4,6,False,,"When scp cannot start, Copy reports 'running ssh for X: exec: ""scp""…'. The wrapped error still names scp, so this is cosmetic."
cancelled,internal/transport/transport.go,560,internal/transport,good,5,4,9,strong,6,TestRunReportsAnInterruptAsInterrupted TestInteractiveReportsAnInterruptAsInterrupted TestCopyReportsAnInterruptAsInterrupted,100.0,2,2,False,,
exited,internal/transport/transport.go,571,internal/transport,good,5,4,9,strong,6,TestRunClassifiesTheExitStatus TestRemoteStatus255IsNotAConnectionFailure,85.7,3,3,False,,
ExitResult,internal/transport/transport.go,589,internal/transport,good,5,4,9,strong,4,TestRunClassifiesTheExitStatus,100.0,,,False,,
